title,abstract,author_keywords
Ursodeoxycholic Acid and S-adenosylmethionine for the Treatment of Intrahepatic Cholestasis of Pregnancy: A Meta-analysis.,"An optimal therapeutic strategy has not yet been identified for the pharmacological treatment of intrahepatic cholestasis of pregnancy (ICP). The aim of this study was to evaluate the efficacy and safety of ursodeoxycholic acid (UDCA) and S-adenosylmethionine (SAMe) in the treatment of ICP, both individually and in combination.A meta-analysis of all randomized controlled trials (RCTs) comparing UDCA, SAMe, and combination therapy was performed. We carried out a literature search using pubmed, embase, the cochrane register of controlled trials, and the science citation index of web of science. The maternal clinical and biochemical responses, including pruritus scores, total bilirubin, total bile acids, alanine aminotransferase, and aspartate transaminase, were evaluated. Safety assessments, including preterm delivery, cesarean section, and meconium-stained amniotic fluid, were also analyzed.Five RCTs including 311 patients were evaluated. In comparison to SAMe, UDCA significantly reduced the pruritus score (OR = -0.45, 95% confidence interval [CI]: -0.66 to -0.25, P < 0.0001) and improved the levels of total bile acids (TBAs; OR = -0.59, 95% CI: -0.99 to -0.30, P < 0.0001) and alanine aminotransferase (ALT; OR = -0.38, 95% CI: -0.66 to -0.09, P = 0.01). UDCA was associated with significantly lower preterm delivery rates than SAMe (RR = 0.48, 95% CI: 0.32-0.72, P = 0.0004). Interestingly, combination therapy significantly reduced total bilirubin (TB; vs. SAMe, OR = -0.41, 95% CI, -0.74 to -0.08, P = 0.02), aspartate transaminase (AST; vs. UDCA, OR = -0.40, 95% CI, -0.74 to -0.06, P = 0.02), and the rate of preterm delivery (vs. SAMe, OR = 0.62, 95% CI, 0.42 - 0.91, P = 0.02), in comparison with either drug administered alone.UDCA decreased the pruritus score, TBA, and ALT levels more effectively than SAMe, reducing the rate of preterm delivery for ICP.","['Intrahepatic Cholestasis of Pregnancy', 'SAdenosylmethionine', 'Ursodeoxycholic Acid']"
Telemedicine Curriculum in an Ophthalmology Residency Program.,"<b>Background</b>  The COVID-19 pandemic has accelerated the adoption of telemedicine in the field of ophthalmology. Despite the increasing utilization of telemedicine, there is a lack of formal training in ophthalmology residency programs to ensure ophthalmologists are prepared to conduct virtual eye exams. <b>Objective</b>  This article aims to assess the impact of an ophthalmic telemedicine curriculum on ophthalmology residents' self-reported knowledge acquisition in conducting telemedicine eye exams, perceived ability to diagnose, manage, and triage common eye diseases, and evaluate their attitudes toward the current and future use of teleophthalmology. <b>Methods</b>  This single-center study at Massachusetts Eye and Ear used a nonvalidated pre- and postcurriculum survey conducted during the 2020 to 2021 academic year among ophthalmology residents. Participants engaged in an ophthalmic telemedicine curriculum that consisted of interactive didactic lectures and electronic postdidactic assessments. <b>Results</b>  Twenty-four residents (100%) completed a precurriculum survey, while 23 of 24 (95.8%) residents completed both the telemedicine curriculum and a postcurriculum survey. On a five-point Likert scale, the median interquartile range (IQR) scores for confidence with setup/logistics, history taking, examination, documentation, and education increased from 2.5 (2.0-4.0) to 4.0 (3.5-4.5) ( <i>p</i>  = 0.001), 3.0 (3.0-4.0) to 5.0 (4.0-5.0) ( <i>p</i>  < 0.001), 2.0 (1.8-2.0) to 4.0 (3.5-4.0) ( <i>p</i>  < 0.001), 2.0 (1.0-2.0) to 4.0 (3.0-4.0) ( <i>p</i>  < 0.001), and 2.5 (2.0-3.0) to 4.0 (4.0-4.0) ( <i>p</i>  < 0.001), respectively. The median (IQR) scores for comfort with ethics/professionalism, disparities and conducting patient triage, diagnosis, and management increased from 2.0 (2.0-2.3) to 4.0 (3.0-4.0) ( <i>p</i>  < 0.001), 2.0 (2.0-2.0) to 3.0 (3.0-4.0) ( <i>p</i>  < 0.001) and 3.0 (2.0-3.0) to 4.0 (3.0-4.0) ( <i>p</i>  = 0.001), 2.0 (2.0-3.0) to 3.0 (3.0-4.0) ( <i>p</i>  < 0.001), and 3.0 (2.0-3.0) to 3.0 (3.0-4.0) ( <i>p</i>  = 0.008), respectively. <b>Conclusion</b>  The implementation of an ophthalmic telemedicine curriculum increased resident confidence and self-reported knowledge across all logistical and clinical components of virtual ophthalmic care. Formal telehealth curricula can address an unmet educational need of resident trainees in an era of rapid uptake and utilization of telehealth services.","['curriculum development', 'graduate medical education', 'ophthalmology', 'resident education', 'telemedicine']"
Specific alterations of gut microbiota in diabetic microvascular complications: A systematic review and meta-analysis.,"The role of gut microbiota in diabetes mellitus (DM) and its complications has been widely accepted. However, the alternation of gut microbiota in diabetic microvascular complications (DC) remains to be determined.Publications (till August 20<sup>th</sup>, 2022) on gut microbiota in patients with DC were retrieved from PubMed, Web of Science, Embase and Cochrane. Review Manager 5.3 was performed to estimate the standardized mean difference (SMD) and 95% confidence interval (CI) and calculate alpha diversity indices and the relative abundance of gut microbiota between patients in DC v.s. DM and DC v.s. healthy controls (HC).We included 13 studies assessing 329 patients with DC, 232 DM patients without DC, and 241 HC. Compared to DM, patients with DC shared a significantly lower Simpson index (SMD = -0.59, 95% CI [-0.82, -0.36], p < 0.00001), but a higher ACE index (SMD = 0.42, 95% CI[0.11, 0.74], p = 0.009). Compared to HC, DC patients held a lower ACE index (SMD = -0.61, 95% CI[-1.20, -0.02], p = 0.04). The relative abundances of phylum Proteobacteria (SMD = 0.03, 95% CI[0.01, 0.04], p = 0.003, v.s. HC) and genus <i>Klebsiella</i> (SMD = 0.00, 95% CI[0.00, 0.00], p < 0.00001, v.s. HC) were enriched, accompanying with depleted abundances of phylum Firmicutes (SMD = -0.06, 95% CI[-0.11, -0.01], p = 0.02, v.s. HC), genera <i>Bifidobacterium</i> (SMD = -0.01, 95% CI[-0.02,-0.01], p < 0.0001, v.s. DM), <i>Faecalibacterium</i> (SMD = -0.01, 95% CI[-0.02, -0.00], p = 0.009, v.s. DM; SMD = -0.02, 95% CI[-0.02, -0.01], p < 0.00001, v.s. HC) and <i>Lactobacillus</i> (SMD = 0.00, 95% CI[-0.00, -0.00], p < 0.00001, v.s. HC) in DC.Gut microbiota perturbations with the depletion of alpha diversity and certain short-chain fatty acids (SCFAs)-producing bacteria were associated with the pathology of DC. Therefore, gut microbiota might serve as a promising approach for the diagnosis and treatment of DC. Further investigations are required to study the mechanisms by which gut dysbiosis acts on the onset and progression of DC.","['diabetic kidney disease DKD', 'diabetic microvascular complication', 'diabetic peripheral neuropathy DPN', 'diabetic retinopathy DR', 'gut microbiota GM']"
Subscapularis tendon tear classification and diagnosis: A systemic review and meta-analysis.,"In the current study, we performed a systematic review and meta-analysis regarding the comparison of accuracy, sensitivity, and specificity of the techniques in diagnosing SSC tendon tears. Also, we performed a systematic review of the classification of SSC tendon tears.English language, peer-reviewed journal publications from the first date available to March 2022 were extracted by searching PubMed and Web of Science databases. A forest plot was used to graphically show the results of pooled sensitivity, specificity, and accuracy of different diagnostic modalities.There were six studies on using MRI to diagnose subscapularis tendon tears, five studies on MRI, four studies on clinical examination, one on ultrasonography, and one on CT arthrography. Pooled sensitivity values for MRI, MRA, clinical examination, ultrasonography, and CT arthrography were 0.71 (CI: 0.54; 0.87), 0.83 (0.77; 0.88), 0.49 (0.31; 0.67), 0.39 (0.29; 0.51), and 0.90 (0.72-0.97), respectively. The pooled specificity values for MRI, MRA, clinical examination, ultrasonography, and CT arthrography were 0.93 (CI: 0.89; 0.96), 0.86 (0.75; 0.93), 0.89 (0.73; 0.96), 0.93 (0.88; 0.96), and 0.90 (0.69; 0.98), respectively. The pooled diagnostic accuracy values for MRI, MRA, clinical examination, ultrasonography, and CT arthrography were 0.84 (CI: 0.80; 0.88), 0.85 (0.77; 0.90), 0.76 (0.66; 0.84), 0.76 (0.70; 0.81), and 0.90 (0.78; 0.96), respectively.According to our systematic review and meta-analysis, MR arthrography was the most accurate in diagnosing subscapularis tears. MR arthrography was the most sensitive, and MRI and ultrasonography were the most specific in detecting subscapularis tears.","['CT arthrography', 'MR arthrography', 'MRI', 'clinical examination', 'subscapularis tendon tear', 'ultrasonography']"
Phenotypic differences of atopic dermatitis stratified by age.,"Atopic dermatitis (AD) is common across all ages. Understanding heterogeneous age-related phenotypes may improve AD management.To determine age-related clinical phenotypes of AD.A prospective, dermatology practice-based study was performed (<i>n</i> = 380). AD severity was evaluated using questionnaires and full-body examination. Phenotypes were determined using latent class analysis.There were 23 (6.1%) pediatric patients (<18 years), 176 (46.3%) young adults (18-39 years), and 181 (47.6%) older adults (≥ 40 years). Both young and older adults experienced less AD on ankles (adjusted odds ratio [95% confidence interval]: 0.41 [0.19-0.90], 0.43 [0.20-0.94]), moderate-severe AD on flexures (0.47 [0.26-0.87], 0.30 [0.16-0.56]), pityriasis alba (0.24 [0.11-0.52], 0.07 [0.03-0.18]), oozing lesions (0.44 [0.25-0.79], 0.35 [0.20-0.63]), moderate-severe excoriations (0.49 [0.28-0.85], 0.44 [0.26-0.76]), and severe itch (adjusted β [95% confidence interval], -1.46 [-2.63 to -0.29]; -1.79 [-2.94 to -0.65]) compared with pediatric patients. Young adults experienced more AD around the eyes (2.92 [1.21-7.02]). Older adults experienced more AD on elbows (0.34 [0.19-0.64]), nipples (0.40 [0.16-0.99]), knees (0.27 [0.14-0.53]), keratosis pilaris (0.38 [0.15-0.98]), and lichenification (0.47 [0.22-0.98]). Four classes were identified for distribution of AD and associated signs.Distinct phenotypes exist by age with younger patients experiencing more AD signs and symptoms. Clinicians should consider them when managing AD.","['AD', 'atopic dermatitis', 'Atopic dermatitis', 'eczema', 'patientreported outcomes', 'physical activity', 'severity']"
Substitution of animal-based with plant-based foods on cardiometabolic health and all-cause mortality: a systematic review and meta-analysis of prospective studies.,"There is growing evidence that substituting animal-based with plant-based foods is associated with a lower risk of cardiovascular diseases (CVD), type 2 diabetes (T2D), and all-cause mortality. Our aim was to summarize and evaluate the evidence for the substitution of any animal-based foods with plant-based foods on cardiometabolic health and all-cause mortality in a systematic review and meta-analysis.We systematically searched MEDLINE, Embase, and Web of Science to March 2023 for prospective studies investigating the substitution of animal-based with plant-based foods on CVD, T2D, and all-cause mortality. We calculated summary hazard ratios (SHRs) and 95% confidence intervals (95% CI) using random-effects meta-analyses. We assessed the certainty of evidence (CoE) using the GRADE approach.In total, 37 publications based on 24 cohorts were included. There was moderate CoE for a lower risk of CVD when substituting processed meat with nuts [SHR (95% CI): 0.73 (0.59, 0.91), n = 8 cohorts], legumes [0.77 (0.68, 0.87), n = 8], and whole grains [0.64 (0.54, 0.75), n = 7], as well as eggs with nuts [0.83 (0.78, 0.89), n = 8] and butter with olive oil [0.96 (0.95, 0.98), n = 3]. Furthermore, we found moderate CoE for an inverse association with T2D incidence when substituting red meat with whole grains/cereals [0.90 (0.84, 0.96), n = 6] and red meat or processed meat with nuts [0.92 (0.90, 0.94), n = 6 or 0.78 (0.69, 0.88), n = 6], as well as for replacing poultry with whole grains [0.87 (0.83, 0.90), n = 2] and eggs with nuts or whole grains [0.82 (0.79, 0.86), n = 2 or 0.79 (0.76, 0.83), n = 2]. Moreover, replacing red meat for nuts [0.93 (0.91, 0.95), n = 9] and whole grains [0.96 (0.95, 0.98), n = 3], processed meat with nuts [0.79 (0.71, 0.88), n = 9] and legumes [0.91 (0.85, 0.98), n = 9], dairy with nuts [0.94 (0.91, 0.97), n = 3], and eggs with nuts [0.85 (0.82, 0.89), n = 8] and legumes [0.90 (0.89, 0.91), n = 7] was associated with a reduced risk of all-cause mortality.Our findings indicate that a shift from animal-based (e.g., red and processed meat, eggs, dairy, poultry, butter) to plant-based (e.g., nuts, legumes, whole grains, olive oil) foods is beneficially associated with cardiometabolic health and all-cause mortality.","['Animalbased food', 'Cardiovascular disease', 'Diet', 'Mortality', 'Plantbased food', 'Substitution', 'Type 2 diabetes']"
Ergogenic effects of precooling with cold water immersion and ice ingestion: A meta-analysis.,"This review evaluated the effects of precooling via cold water immersion (CWI) and ingestion of ice slurry/slushy or crushed ice (ICE) on endurance performance measures (e.g. time-to-exhaustion and time trials) and psychophysiological parameters (core [T<sub>core</sub>] and skin [T<sub>skin</sub>] temperatures, whole body sweat [WBS] response, heart rate [HR], thermal sensation [TS], and perceived exertion [RPE]). Twenty-two studies were included in the meta-analysis based on the following criteria: (i) cooling was performed before exercise with ICE or CWI; (ii) exercise longer than 6 min was performed in ambient temperature ≥26°C; and (iii) crossover study design with a non-cooling passive control condition. CWI improved performance measures (weighted average effect size in Hedges' g [95% confidence interval] + 0.53 [0.28; 0.77]) and resulted in greater increase (ΔEX) in T<sub>skin</sub> (+4.15 [3.1; 5.21]) during exercise, while lower peak T<sub>core</sub> (-0.93 [-1.18; -0.67]), WBS (-0.74 [-1.18; -0.3]), and TS (-0.5 [-0.8; -0.19]) were observed without concomitant changes in ΔEX-T<sub>core</sub> (+0.19 [-0.22; 0.6]), peak T<sub>skin</sub> (-0.67 [-1.52; 0.18]), peak HR (-0.14 [-0.38; 0.11]), and RPE (-0.14 [-0.39; 0.12]). ICE had no clear effect on performance measures (+0.2 [-0.07; 0.46]) but resulted in greater ΔEX-T<sub>core</sub> (+1.02 [0.59; 1.45]) and ΔEX-T<sub>skin</sub> (+0.34 [0.02; 0.67]) without concomitant changes in peak T<sub>core</sub> (-0.1 [-0.48; 0.28]), peak T<sub>skin</sub> (+0.1 [-0.22; 0.41]), peak HR (+0.08 [-0.19; 0.35]), WBS (-0.12 [-0.42; 0.18]), TS (-0.2 [-0.49; 0.1]), and RPE (-0.01 [-0.33; 0.31]). From both ergogenic and thermoregulatory perspectives, CWI may be more effective than ICE as a precooling treatment prior to exercise in the heat.","['Cardiovascularcardiorespiratory', 'environmental physiology', 'exercise', 'fatigue', 'performance']"
The effects of physical activity on depression and quality of life in Chinese perimenopausal women.,"Women are more likely to experience depressive symptoms and poor quality of life (QoL) during perimenopause. The effectiveness of physical activity (PA) in perimenopause on mental well-being and health outcomes has been frequently reported. This study aimed to investigate the mediating effect of PA on the relationship between depression and QoL in Chinese perimenopausal women.A cross-sectional study was performed, and participants were recruited through a multistage, stratified, probability proportional to size sampling method. Depression, PA, and QoL were measured by Zung Self-rating Depression Scale, Physical Activity Rating Scale-3, and World Health Organization Quality of Life Questionnaire. The direct and indirect effects of PA on QoL were analyzed by PA in a mediation framework.1100 perimenopausal women participated in the study. PA mainly plays partial mediating roles in the relationship between depression and physical (ab = -0.493, 95 % CI: -0.582 to -0.407; ab = -0.449, 95 % CI: -0.553 to -0.343) and psychological (ab = -0.710, 95 % CI: -0.849 to -0.578; ab = -0.721, 95 % CI: -0.853 to -0.589; ab = -0.670, 95 % CI: -0.821 to -0.508) domains of QoL. Additionally, intensity (ab = -0.496, 95 % CI: -0.602 to -0.396; ab = -0.355, 95 % CI: -0.498 to -0.212) and duration (ab = -0.201, 95 % CI: -0.298 to -0.119; ab = -0.134, 95 % CI: -0.237 to -0.047) intermediated the relationship between moderate-to-severe depression and physical domain; frequency (ab = -0.130, 95 % CI: -0.207 to -0.066) only had a mediation influence between moderate depression and physical domain; intensity (ab = -0.583, 95 % CI: -0.712 to -0.460; ab = -0.709, 95 % CI: -0.854 to -0.561; ab = -0.520, 95 % CI: -0.719 to -0.315), duration (ab = -0.433, 95 % CI: -0.559 to -0.311; ab = -0.389, 95 % CI: -0.547 to -0.228; ab = -0.258, 95 % CI: -0.461 to -0.085), and frequency (ab = -0.365, 95 % CI: -0.493 to -0.247; ab = -0.270, 95 % CI: -0.414 to -0.144) all interceded between the psychological domain and all levels of depression, except for the frequency between severe depression and psychological domain; in terms of social relationship and environment domains, intensity (ab = -0.458, 95 % CI: -0.593 to -0.338; ab = -0.582, 95 % CI: -0.724 to -0.445), duration (ab = -0.397, 95 % CI: -0.526 to -0.282; ab = -0.412, 95 % CI: -0.548 to -0.293), and frequency (ab = -0.231, 95 % CI: -0.353 to -0.123; ab = -0.398, 95 % CI: -0.533 to -0.279) were mediators only on mild depression.The cross-sectional study and self-reported data are major limiting factors.PA and its components partially mediated the association between depression and QoL. Suitable prevention methods and interventions for PA may improve the QoL for perimenopausal women.","['Depression', 'Mediation', 'Perimenopause', 'Physical activity', 'Quality of life']"
Genetic variation frequencies in Wilms' tumor: A meta-analysis and systematic review.,"Over the last few decades, numerous biomarkers in Wilms' tumor have been confirmed and shown variations in prevalence. Most of these studies were based on small sample sizes. We carried out a meta-analysis of the research published from 1992 to 2015 to obtain more precise and comprehensive outcomes for genetic tests. In the present study, 70 out of 5175 published reports were eligible for the meta-analysis, which was carried out using Stata 12.0 software. Pooled prevalence for gene mutations WT1, WTX, CTNNB1, TP53, MYCN, DROSHA, and DGCR8 was 0.141 (0.104, 0.178), 0.147 (0.110, 0.184), 0.140 (0.100, 0.190), 0.410 (0.214, 0.605), 0.071 (0.041, 0.100), 0.082 (0.048, 0.116), and 0.036 (0.026, 0.046), respectively. Pooled prevalence of loss of heterozygosity at 1p, 11p, 11q, 16q, and 22q was 0.109 (0.084, 0.133), 0.334 (0.295, 0.373), 0.199 (0.146, 0.252), 0.151 (0.129, 0.172), and 0.148 (0.108, 0.189), respectively. Pooled prevalence of 1q and chromosome 12 gain was 0.218 (0.161, 0.275) and 0.273 (0.195, 0.350), respectively. The limited prevalence of currently known genetic alterations in Wilms' tumors indicates that significant drivers of initiation and progression remain to be discovered. Subgroup analyses indicated that ethnicity may be one of the sources of heterogeneity. However, in meta-regression analyses, no study-level characteristics of indicators were found to be significant. In addition, the findings of our sensitivity analysis and possible publication bias remind us to interpret results with caution.","['Children', 'Wilms tumor', 'genetic variations', 'metaanalysis', 'prevalence']"
The relationship between cadmium and cognition in the elderly: a systematic review.,"<b>Context:</b> The relationship between cadmium (Cd) and the cognition of the elderly is indistinct.<b>Objective:</b> To summarise the studies on the relationship between the cognition of the elderly and Cd.<b>Methods:</b> Literatures were searched in PubMed, Web of Science, China National Knowledge Infrastructure (CNKI), and Wan fang database on April 25, 2022. The entries in the STROBE statement were used to evaluate the literature quality; all the quantitative studies that met the requirements were systematically summarised.<b>Results:</b> Blood Cd was negatively correlated with the cognitive ability of the elderly, corresponding to different cognitive ability assessment methods, the regression coefficients were: -0.11 (-0.20, -0.03), -0.46 (-0.71, -0.21), -0.54 (-0.90, -0.17), -0.19 (-0.37, -0.01), and -2.29 (-3.41, -1.16). The regression coefficients between urinary Cd level and cognition score were -1.42 (-2.38, -0.46), and 0.76 (-1.28, -0.23). When dietary Cd increased by 1 μg/kg, the composite z-score decreased by 3.64 (<i>p</i> = 0.001). There was no significant correlation between drinking water Cd, fingernail Cd and cognition (<i>p</i> > 0.05).<b>Conclusion:</b> We concluded that blood Cd (including whole blood and plasma), urine Cd and dietary Cd were negatively correlated with the cognition of the elderly, but the relationship between Cd in drinking water and fingernails and cognition was not statistically significant.","['Cadmium', 'cognition', 'elderly', 'systematic review']"
Association of serum lipids with inflammatory bowel disease: a systematic review and meta-analysis.,"Serum lipid levels seem to be abnormal in Inflammatory bowel disease (IBD). However, the specific manifestation of abnormal serum lipid levels in IBD are heterogeneous among studies and have not been sufficiently determined yet.PubMed, EMBASE, and Cochrane Library databases were searched. Serum lipid levels were compared between IBD patients and Health individuals, Crohn's (CD) and ulcerative colitis (UC), active and inactive, mild and non-mild patients, respectively. Meta-analyses were performed by using a random-effect model. Weight mean difference (WMD) with 95% confidence intervals (CIs) were calculated.Overall, 53 studies were included. Compared with healthy controls, IBD patients had significantly lower TC (WMD = -0.506, 95%CI = -0.674 to -0.338, <i>p</i> < 0.001), HDL-c (WMD = -0.122, 95%CI = -0.205 to -0.039, <i>p</i> = 0.004), and LDL-c (WMD = -0.371, 95%CI = -0.547 to -0.194, <i>p</i> < 0.001) levels. CD groups had a significantly lower TC (WMD = -0.349, 95%CI = -0.528 to -0.170, <i>p</i> < 0.0001) level as compared to UC groups. Active IBD and non-mild UC groups had significantly lower TC (WMD = -0.454, 95%CI = -0.722 to -0.187, <i>p</i> = 0.001) (WMD =0.462, 95%CI = 0.176 to 0.748, <i>p</i> = 0.002) and LDL-c (WMD = -0.225, 95%CI = -0.445 to -0.005, <i>p</i> = 0.045) (WMD =0.346, 95%CI = 0.084-0.609, <i>p</i> = 0.010) levels as compared to inactive IBD and mild UC groups, respectively.The overall level of serum lipids in IBD patients is lower than that of healthy individuals and is negatively associated with disease severity.https://www.crd.york.ac.uk/prospero/, identifier: CRD42022383885.","['Cronh’s disease', 'inflammatory bowel disease', 'metaanalysis', 'serum lipids', 'ulcerative disease']"
